Fecha;Hora;"Demanda
[MW]";Demanda Renovable [MW];Demanda No Renovable [MW]
14-06-2021;20;10300;3090;7210
14-06-2021;21;10135;3040,5;7094,5
14-06-2021;22;9995;2998,5;6996,5
14-06-2021;23;9922;2976,6;6945,4
14-06-2021;24;9645;2893,5;6751,5
15-06-2021;1;9088;2726,4;6361,6
15-06-2021;2;8625;2587,5;6037,5
15-06-2021;3;8315;2494,5;5820,5
15-06-2021;4;8170;2451;5719
15-06-2021;5;8165;2449,5;5715,5
15-06-2021;6;8294;2488,2;5805,8
15-06-2021;7;8593;2577,9;6015,1
15-06-2021;8;9126;2737,8;6388,2
15-06-2021;9;9844;2953,2;6890,8
15-06-2021;10;10554;3166,2;7387,8
15-06-2021;11;10827;3248,1;7578,9
15-06-2021;12;10866;3259,8;7606,2
15-06-2021;13;10765;3229,5;7535,5
15-06-2021;14;10607;3182,1;7424,9
15-06-2021;15;10504;3151,2;7352,8
15-06-2021;16;10552;3165,6;7386,4
15-06-2021;17;10523;3156,9;7366,1
15-06-2021;18;10307;3092,1;7214,9
15-06-2021;19;10408;3122,4;7285,6
15-06-2021;20;10464;3139,2;7324,8
15-06-2021;21;10283;3084,9;7198,1
15-06-2021;22;10105;3031,5;7073,5
15-06-2021;23;9926;2977,8;6948,2
15-06-2021;24;9709;2912,7;6796,3
16-06-2021;1;9201;2760,3;6440,7
16-06-2021;2;8746;2623,8;6122,2
16-06-2021;3;8393;2517,9;5875,1
16-06-2021;4;8257;2477,1;5779,9
16-06-2021;5;8190;2457;5733
16-06-2021;6;8294;2488,2;5805,8
16-06-2021;7;8601;2580,3;6020,7
16-06-2021;8;9053;2715,9;6337,1
16-06-2021;9;9753;2925,9;6827,1
16-06-2021;10;10334;3100,2;7233,8
16-06-2021;11;10474;3142,2;7331,8
16-06-2021;12;10251;3075,3;7175,7
16-06-2021;13;10125;3037,5;7087,5
16-06-2021;14;9971;2991,3;6979,7
16-06-2021;15;9919;2975,7;6943,3
16-06-2021;16;9894;2968,2;6925,8
16-06-2021;17;9927;2978,1;6948,9
16-06-2021;18;9735;2920,5;6814,5
16-06-2021;19;9983;2994,9;6988,1
16-06-2021;20;10100;3030;7070
16-06-2021;21;10022;3006,6;7015,4
16-06-2021;22;9869;2960,7;6908,3
16-06-2021;23;9819;2945,7;6873,3
16-06-2021;24;9545;2863,5;6681,5
17-06-2021;1;9015;2704,5;6310,5
17-06-2021;2;8581;2574,3;6006,7
17-06-2021;3;8282;2484,6;5797,4
17-06-2021;4;8182;2454,6;5727,4
17-06-2021;5;8159;2447,7;5711,3
17-06-2021;6;8230;2469;5761
17-06-2021;7;8582;2574,6;6007,4
17-06-2021;8;9121;2736,3;6384,7
17-06-2021;9;9799;2939,7;6859,3
17-06-2021;10;10368;3110,4;7257,6
17-06-2021;11;10560;3168;7392
17-06-2021;12;10541;3162,3;7378,7
17-06-2021;13;10399;3119,7;7279,3
17-06-2021;14;10245;3073,5;7171,5
17-06-2021;15;10128;3038,4;7089,6
17-06-2021;16;10114;3034,2;7079,8
17-06-2021;17;10100;3030;7070
17-06-2021;18;9898;2969,4;6928,6
17-06-2021;19;10089;3026,7;7062,3
17-06-2021;20;10210;3063;7147
17-06-2021;21;10193;3057,9;7135,1
17-06-2021;22;10087;3026,1;7060,9
17-06-2021;23;10044;3013,2;7030,8
17-06-2021;24;9743;2922,9;6820,1
18-06-2021;1;9235;2770,5;6464,5
18-06-2021;2;8748;2624,4;6123,6
18-06-2021;3;8450;2535;5915
18-06-2021;4;8371;2511,3;5859,7
18-06-2021;5;8297;2489,1;5807,9
18-06-2021;6;8352;2505,6;5846,4
18-06-2021;7;8686;2605,8;6080,2
18-06-2021;8;9209;2762,7;6446,3
18-06-2021;9;9943;2982,9;6960,1
18-06-2021;10;10642;3192,6;7449,4
18-06-2021;11;10881;3264,3;7616,7
18-06-2021;12;10835;3250,5;7584,5
18-06-2021;13;10703;3210,9;7492,1
18-06-2021;14;10509;3152,7;7356,3
18-06-2021;15;10404;3121,2;7282,8
18-06-2021;16;10304;3091,2;7212,8
18-06-2021;17;10167;3050,1;7116,9
18-06-2021;18;10074;3022,2;7051,8
18-06-2021;19;10185;3055,5;7129,5
18-06-2021;20;10299;3089,7;7209,3
18-06-2021;21;10151;3045,3;7105,7
18-06-2021;22;10001;3000,3;7000,7
18-06-2021;23;10029;3008,7;7020,3
18-06-2021;24;9783;2934,9;6848,1
19-06-2021;1;9346;2803,8;6542,2
19-06-2021;2;8882;2664,6;6217,4
19-06-2021;3;8529;2558,7;5970,3
19-06-2021;4;8361;2508,3;5852,7
19-06-2021;5;8291;2487,3;5803,7
19-06-2021;6;8265;2479,5;5785,5
19-06-2021;7;8305;2491,5;5813,5
19-06-2021;8;8427;2528,1;5898,9
19-06-2021;9;8626;2587,8;6038,2
19-06-2021;10;9077;2723,1;6353,9
19-06-2021;11;9554;2866,2;6687,8
19-06-2021;12;9707;2912,1;6794,9
19-06-2021;13;9673;2901,9;6771,1
19-06-2021;14;9684;2905,2;6778,8
19-06-2021;15;9580;2874;6706
19-06-2021;16;9373;2811,9;6561,1
19-06-2021;17;9336;2800,8;6535,2
19-06-2021;18;9552;2865,6;6686,4
19-06-2021;19;10186;3055,8;7130,2
19-06-2021;20;10353;3105,9;7247,1
19-06-2021;21;10258;3077,4;7180,6
19-06-2021;22;10191;3057,3;7133,7
19-06-2021;23;9915;2974,5;6940,5
19-06-2021;24;9513;2853,9;6659,1
20-06-2021;1;9022;2706,6;6315,4
20-06-2021;2;8551;2565,3;5985,7
20-06-2021;3;8218;2465,4;5752,6
20-06-2021;4;8029;2408,7;5620,3
20-06-2021;5;7896;2368,8;5527,2
20-06-2021;6;7844;2353,2;5490,8
20-06-2021;7;7844;2353,2;5490,8
20-06-2021;8;7857;2357,1;5499,9
20-06-2021;9;7859;2357,7;5501,3
20-06-2021;10;8348;2504,4;5843,6
20-06-2021;11;8869;2660,7;6208,3
20-06-2021;12;8995;2698,5;6296,5
20-06-2021;13;9099;2729,7;6369,3
20-06-2021;14;9175;2752,5;6422,5
20-06-2021;15;9045;2713,5;6331,5
20-06-2021;16;8953;2685,9;6267,1
20-06-2021;17;8955;2686,5;6268,5
20-06-2021;18;9278;2783,4;6494,6
20-06-2021;19;9916;2974,8;6941,2
20-06-2021;20;10021;3006,3;7014,7
20-06-2021;21;10011;3003,3;7007,7
20-06-2021;22;10054;3016,2;7037,8
20-06-2021;23;9831;2949,3;6881,7
20-06-2021;24;9494;2848,2;6645,8
21-06-2021;1;8978;2693,4;6284,6
21-06-2021;2;8506;2551,8;5954,2
21-06-2021;3;8177;2453,1;5723,9
21-06-2021;4;8027;2408,1;5618,9
21-06-2021;5;7928;2378,4;5549,6
21-06-2021;6;7937;2381,1;5555,9
21-06-2021;7;8005;2401,5;5603,5
21-06-2021;8;8123;2436,9;5686,1
21-06-2021;9;8252;2475,6;5776,4
21-06-2021;10;8694;2608,2;6085,8
21-06-2021;11;9121;2736,3;6384,7
21-06-2021;12;9354;2806,2;6547,8
21-06-2021;13;9463;2838,9;6624,1
21-06-2021;14;9577;2873,1;6703,9
21-06-2021;15;9534;2860,2;6673,8
21-06-2021;16;9453;2835,9;6617,1
21-06-2021;17;9449;2834,7;6614,3
21-06-2021;18;9719;2915,7;6803,3
21-06-2021;19;10264;3079,2;7184,8
21-06-2021;20;10409;3122,7;7286,3
21-06-2021;21;10312;3093,6;7218,4
21-06-2021;22;10264;3079,2;7184,8
21-06-2021;23;9916;2974,8;6941,2
21-06-2021;24;9415;2824,5;6590,5
22-06-2021;1;8964;2689,2;6274,8
22-06-2021;2;8498;2549,4;5948,6
22-06-2021;3;8225;2467,5;5757,5
22-06-2021;4;8069;2420,7;5648,3
22-06-2021;5;8037;2411,1;5625,9
22-06-2021;6;8122;2436,6;5685,4
22-06-2021;7;8557;2567,1;5989,9
22-06-2021;8;9140;2742;6398
22-06-2021;9;9887;2966,1;6920,9
22-06-2021;10;10498;3149,4;7348,6
22-06-2021;11;10569;3170,7;7398,3
22-06-2021;12;10735;3220,5;7514,5
22-06-2021;13;10653;3195,9;7457,1
22-06-2021;14;10602;3180,6;7421,4
22-06-2021;15;10682;3204,6;7477,4
22-06-2021;16;10569;3170,7;7398,3
22-06-2021;17;10501;3150,3;7350,7
22-06-2021;18;10312;3093,6;7218,4
22-06-2021;19;10493;3147,9;7345,1
22-06-2021;20;10499;3149,7;7349,3
22-06-2021;21;10310;3093;7217
22-06-2021;22;10220;3066;7154
22-06-2021;23;10106;3031,8;7074,2
22-06-2021;24;9740;2922;6818
23-06-2021;1;9220;2766;6454
23-06-2021;2;8694;2608,2;6085,8
23-06-2021;3;8438;2531,4;5906,6
23-06-2021;4;8287;2486,1;5800,9
23-06-2021;5;8211;2463,3;5747,7
23-06-2021;6;8263;2478,9;5784,1
23-06-2021;7;8495;2548,5;5946,5
23-06-2021;8;9061;2718,3;6342,7
23-06-2021;9;9780;2934;6846
23-06-2021;10;10453;3135,9;7317,1
23-06-2021;11;10803;3240,9;7562,1
23-06-2021;12;10981;3294,3;7686,7
23-06-2021;13;10846;3253,8;7592,2
23-06-2021;14;10776;3232,8;7543,2
23-06-2021;15;10830;3249;7581
23-06-2021;16;10805;3241,5;7563,5
23-06-2021;17;10693;3207,9;7485,1
23-06-2021;18;10467;3140,1;7326,9
23-06-2021;19;10458;3137,4;7320,6
23-06-2021;20;10499;3149,7;7349,3
23-06-2021;21;10353;3105,9;7247,1
23-06-2021;22;10198;3059,4;7138,6
23-06-2021;23;10134;3040,2;7093,8
23-06-2021;24;9622;2886,6;6735,4
24-06-2021;1;9237;2771,1;6465,9
24-06-2021;2;8709;2612,7;6096,3
24-06-2021;3;8450;2535;5915
24-06-2021;4;8290;2487;5803
24-06-2021;5;8240;2472;5768
24-06-2021;6;8319;2495,7;5823,3
24-06-2021;7;8546;2563,8;5982,2
24-06-2021;8;9054;2716,2;6337,8
24-06-2021;9;9751;2925,3;6825,7
24-06-2021;10;10422;3126,6;7295,4
24-06-2021;11;10709;3212,7;7496,3
24-06-2021;12;10860;3258;7602
24-06-2021;13;10892;3267,6;7624,4
24-06-2021;14;10871;3261,3;7609,7
24-06-2021;15;10922;3276,6;7645,4
24-06-2021;16;10857;3257,1;7599,9
24-06-2021;17;10973;3291,9;7681,1
24-06-2021;18;10734;3220,2;7513,8
24-06-2021;19;10623;3186,9;7436,1
24-06-2021;20;10611;3183,3;7427,7
24-06-2021;21;10345;3103,5;7241,5
24-06-2021;22;10186;3055,8;7130,2
24-06-2021;23;10243;3072,9;7170,1
24-06-2021;24;9949;2984,7;6964,3
25-06-2021;1;9411;2823,3;6587,7
25-06-2021;2;8884;2665,2;6218,8
25-06-2021;3;8557;2567,1;5989,9
25-06-2021;4;8359;2507,7;5851,3
25-06-2021;5;8324;2497,2;5826,8
25-06-2021;6;8381;2514,3;5866,7
25-06-2021;7;8647;2594,1;6052,9
25-06-2021;8;9235;2770,5;6464,5
25-06-2021;9;10056;3016,8;7039,2
25-06-2021;10;10719;3215,7;7503,3
25-06-2021;11;11076;3322,8;7753,2
25-06-2021;12;11157;3347,1;7809,9
25-06-2021;13;11186;3355,8;7830,2
25-06-2021;14;11216;3364,8;7851,2
25-06-2021;15;11238;3371,4;7866,6
25-06-2021;16;11073;3321,9;7751,1
25-06-2021;17;10934;3280,2;7653,8
25-06-2021;18;10607;3182,1;7424,9
25-06-2021;19;10751;3225,3;7525,7
25-06-2021;20;10704;3211,2;7492,8
25-06-2021;21;10539;3161,7;7377,3
25-06-2021;22;10373;3111,9;7261,1
25-06-2021;23;10391;3117,3;7273,7
25-06-2021;24;10120;3036;7084
26-06-2021;1;9533;2859,9;6673,1
26-06-2021;2;9001;2700,3;6300,7
26-06-2021;3;8662;2598,6;6063,4
26-06-2021;4;8422;2526,6;5895,4
26-06-2021;5;8329;2498,7;5830,3
26-06-2021;6;8290;2487;5803
26-06-2021;7;8337;2501,1;5835,9
26-06-2021;8;8501;2550,3;5950,7
26-06-2021;9;8752;2625,6;6126,4
26-06-2021;10;9281;2784,3;6496,7
26-06-2021;11;9728;2918,4;6809,6
26-06-2021;12;9980;2994;6986
26-06-2021;13;9976;2992,8;6983,2
26-06-2021;14;9964;2989,2;6974,8
26-06-2021;15;9979;2993,7;6985,3
26-06-2021;16;9863;2958,9;6904,1
26-06-2021;17;9838;2951,4;6886,6
26-06-2021;18;10039;3011,7;7027,3
26-06-2021;19;10759;3227,7;7531,3
26-06-2021;20;10931;3279,3;7651,7
26-06-2021;21;10791;3237,3;7553,7
26-06-2021;22;10735;3220,5;7514,5
26-06-2021;23;10437;3131,1;7305,9
26-06-2021;24;9949;2984,7;6964,3
27-06-2021;1;9457;2837,1;6619,9
27-06-2021;2;8796;2638,8;6157,2
27-06-2021;3;8370;2511;5859
27-06-2021;4;8125;2437,5;5687,5
27-06-2021;5;8024;2407,2;5616,8
27-06-2021;6;8011;2403,3;5607,7
27-06-2021;7;8001;2400,3;5600,7
27-06-2021;8;8036;2410,8;5625,2
27-06-2021;9;8222;2466,6;5755,4
27-06-2021;10;8525;2557,5;5967,5
27-06-2021;11;8982;2694,6;6287,4
27-06-2021;12;9231;2769,3;6461,7
27-06-2021;13;9319;2795,7;6523,3
27-06-2021;14;9414;2824,2;6589,8
27-06-2021;15;9311;2793,3;6517,7
27-06-2021;16;9150;2745;6405
27-06-2021;17;9168;2750,4;6417,6
27-06-2021;18;9605;2881,5;6723,5
27-06-2021;19;10522;3156,6;7365,4
27-06-2021;20;10629;3188,7;7440,3
27-06-2021;21;10669;3200,7;7468,3
27-06-2021;22;10652;3195,6;7456,4
27-06-2021;23;10303;3090,9;7212,1
27-06-2021;24;9864;2959,2;6904,8
28-06-2021;1;9324;2797,2;6526,8
28-06-2021;2;8776;2632,8;6143,2
28-06-2021;3;8392;2517,6;5874,4
28-06-2021;4;8126;2437,8;5688,2
28-06-2021;5;8060;2418;5642
28-06-2021;6;8016;2404,8;5611,2
28-06-2021;7;8088;2426,4;5661,6
28-06-2021;8;8191;2457,3;5733,7
28-06-2021;9;8375;2512,5;5862,5
28-06-2021;10;8814;2644,2;6169,8
28-06-2021;11;9304;2791,2;6512,8
28-06-2021;12;9527;2858,1;6668,9
28-06-2021;13;9705;2911,5;6793,5
28-06-2021;14;9723;2916,9;6806,1
28-06-2021;15;9698;2909,4;6788,6
28-06-2021;16;9536;2860,8;6675,2
28-06-2021;17;9449;2834,7;6614,3
28-06-2021;18;9720;2916;6804
28-06-2021;19;10595;3178,5;7416,5
28-06-2021;20;10838;3251,4;7586,6
28-06-2021;21;10828;3248,4;7579,6
28-06-2021;22;10723;3216,9;7506,1
28-06-2021;23;10372;3111,6;7260,4
28-06-2021;24;9865;2959,5;6905,5
29-06-2021;1;9256;2776,8;6479,2
29-06-2021;2;8684;2605,2;6078,8
29-06-2021;3;8320;2496;5824
29-06-2021;4;8201;2460,3;5740,7
29-06-2021;5;8151;2445,3;5705,7
29-06-2021;6;8289;2486,7;5802,3
29-06-2021;7;8697;2609,1;6087,9
29-06-2021;8;9252;2775,6;6476,4
29-06-2021;9;10097;3029,1;7067,9
29-06-2021;10;10842;3252,6;7589,4
29-06-2021;11;11113;3333,9;7779,1
29-06-2021;12;11100;3330;7770
29-06-2021;13;10901;3270,3;7630,7
29-06-2021;14;10762;3228,6;7533,4
29-06-2021;15;10678;3203,4;7474,6
29-06-2021;16;10712;3213,6;7498,4
29-06-2021;17;10641;3192,3;7448,7
29-06-2021;18;10497;3149,1;7347,9
29-06-2021;19;10558;3167,4;7390,6
29-06-2021;20;10612;3183,6;7428,4
29-06-2021;21;10543;3162,9;7380,1
29-06-2021;22;10486;3145,8;7340,2
29-06-2021;23;10413;3123,9;7289,1
29-06-2021;24;9951;2985,3;6965,7
30-06-2021;1;9493;2847,9;6645,1
30-06-2021;2;8967;2690,1;6276,9
30-06-2021;3;8606;2581,8;6024,2
30-06-2021;4;8475;2542,5;5932,5
30-06-2021;5;8404;2521,2;5882,8
30-06-2021;6;8426;2527,8;5898,2
30-06-2021;7;8788;2636,4;6151,6
30-06-2021;8;9381;2814,3;6566,7
30-06-2021;9;10142;3042,6;7099,4
30-06-2021;10;10839;3251,7;7587,3
30-06-2021;11;11084;3325,2;7758,8
30-06-2021;12;11131;3339,3;7791,7
30-06-2021;13;11040;3312;7728
30-06-2021;14;10987;3296,1;7690,9
30-06-2021;15;10932;3279,6;7652,4
30-06-2021;16;10942;3282,6;7659,4
30-06-2021;17;10900;3270;7630
30-06-2021;18;10650;3195;7455
30-06-2021;19;10608;3182,4;7425,6
30-06-2021;20;10744;3223,2;7520,8
30-06-2021;21;10560;3168;7392
30-06-2021;22;10446;3133,8;7312,2
30-06-2021;23;10420;3126;7294
30-06-2021;24;10084;3025,2;7058,8
01-07-2021;1;9235;2770,5;6464,5
01-07-2021;2;8907;2672,1;6234,9
01-07-2021;3;8576;2572,8;6003,2
01-07-2021;4;8416;2524,8;5891,2
01-07-2021;5;8350;2505;5845
01-07-2021;6;8381;2514,3;5866,7
01-07-2021;7;8773;2631,9;6141,1
01-07-2021;8;9329;2798,7;6530,3
01-07-2021;9;10033;3009,9;7023,1
01-07-2021;10;10697;3209,1;7487,9
01-07-2021;11;10822;3246,6;7575,4
01-07-2021;12;10822;3246,6;7575,4
01-07-2021;13;10771;3231,3;7539,7
01-07-2021;14;10683;3204,9;7478,1
01-07-2021;15;10592;3177,6;7414,4
01-07-2021;16;10558;3167,4;7390,6
01-07-2021;17;10478;3143,4;7334,6
01-07-2021;18;10351;3105,3;7245,7
01-07-2021;19;10465;3139,5;7325,5
01-07-2021;20;10632;3189,6;7442,4
01-07-2021;21;10583;3174,9;7408,1
01-07-2021;22;10542;3162,6;7379,4
01-07-2021;23;10504;3151,2;7352,8
01-07-2021;24;10198;3059,4;7138,6
02-07-2021;1;9589;2876,7;6712,3
02-07-2021;2;9006;2701,8;6304,2
02-07-2021;3;8674;2602,2;6071,8
02-07-2021;4;8476;2542,8;5933,2
02-07-2021;5;8478;2543,4;5934,6
02-07-2021;6;8556;2566,8;5989,2
02-07-2021;7;8862;2658,6;6203,4
02-07-2021;8;9362;2808,6;6553,4
02-07-2021;9;10106;3031,8;7074,2
02-07-2021;10;10751;3225,3;7525,7
02-07-2021;11;10902;3270,6;7631,4
02-07-2021;12;10802;3240,6;7561,4
02-07-2021;13;10612;3183,6;7428,4
02-07-2021;14;10501;3150,3;7350,7
02-07-2021;15;10484;3145,2;7338,8
02-07-2021;16;10391;3117,3;7273,7
02-07-2021;17;10301;3090,3;7210,7
02-07-2021;18;10090;3027;7063
02-07-2021;19;10353;3105,9;7247,1
02-07-2021;20;10520;3156;7364
02-07-2021;21;10337;3101,1;7235,9
02-07-2021;22;10111;3033,3;7077,7
02-07-2021;23;10348;3104,4;7243,6
02-07-2021;24;10172;3051,6;7120,4
03-07-2021;1;9640;2892;6748
03-07-2021;2;9121;2736,3;6384,7
03-07-2021;3;8733;2619,9;6113,1
03-07-2021;4;8480;2544;5936
03-07-2021;5;8366;2509,8;5856,2
03-07-2021;6;8325;2497,5;5827,5
03-07-2021;7;8402;2520,6;5881,4
03-07-2021;8;8509;2552,7;5956,3
03-07-2021;9;8642;2592,6;6049,4
03-07-2021;10;9184;2755,2;6428,8
03-07-2021;11;9519;2855,7;6663,3
03-07-2021;12;9652;2895,6;6756,4
03-07-2021;13;9653;2895,9;6757,1
03-07-2021;14;9635;2890,5;6744,5
03-07-2021;15;9588;2876,4;6711,6
03-07-2021;16;9489;2846,7;6642,3
03-07-2021;17;9471;2841,3;6629,7
03-07-2021;18;9661;2898,3;6762,7
03-07-2021;19;10313;3093,9;7219,1
03-07-2021;20;10502;3150,6;7351,4
03-07-2021;21;10433;3129,9;7303,1
03-07-2021;22;10282;3084,6;7197,4
03-07-2021;23;10056;3016,8;7039,2
03-07-2021;24;9702;2910,6;6791,4
04-07-2021;1;9153;2745,9;6407,1
04-07-2021;2;8664;2599,2;6064,8
04-07-2021;3;8287;2486,1;5800,9
04-07-2021;4;8043;2412,9;5630,1
04-07-2021;5;7933;2379,9;5553,1
04-07-2021;6;7858;2357,4;5500,6
04-07-2021;7;7860;2358;5502
04-07-2021;8;7884;2365,2;5518,8
04-07-2021;9;7907;2372,1;5534,9
04-07-2021;10;8376;2512,8;5863,2
04-07-2021;11;8810;2643;6167
04-07-2021;12;9019;2705,7;6313,3
04-07-2021;13;9113;2733,9;6379,1
04-07-2021;14;9271;2781,3;6489,7
04-07-2021;15;9264;2779,2;6484,8
04-07-2021;16;9181;2754,3;6426,7
04-07-2021;17;9208;2762,4;6445,6
04-07-2021;18;9420;2826;6594
04-07-2021;19;10179;3053,7;7125,3
04-07-2021;20;10459;3137,7;7321,3
04-07-2021;21;10504;3151,2;7352,8
04-07-2021;22;10491;3147,3;7343,7
04-07-2021;23;10150;3045;7105
04-07-2021;24;9630;2889;6741
05-07-2021;1;9114;2734,2;6379,8
05-07-2021;2;8685;2605,5;6079,5
05-07-2021;3;8369;2510,7;5858,3
05-07-2021;4;8168;2450,4;5717,6
05-07-2021;5;8121;2436,3;5684,7
05-07-2021;6;8213;2463,9;5749,1
05-07-2021;7;8644;2593,2;6050,8
05-07-2021;8;9326;2797,8;6528,2
05-07-2021;9;10136;3040,8;7095,2
05-07-2021;10;10893;3267,9;7625,1
05-07-2021;11;11070;3321;7749
05-07-2021;12;11103;3330,9;7772,1
05-07-2021;13;10976;3292,8;7683,2
05-07-2021;14;10906;3271,8;7634,2
05-07-2021;15;10872;3261,6;7610,4
05-07-2021;16;10783;3234,9;7548,1
05-07-2021;17;10726;3217,8;7508,2
05-07-2021;18;10499;3149,7;7349,3
05-07-2021;19;10514;3154,2;7359,8
05-07-2021;20;10636;3190,8;7445,2
05-07-2021;21;10593;3177,9;7415,1
05-07-2021;22;10490;3147;7343
05-07-2021;23;10418;3125,4;7292,6
05-07-2021;24;10010;3003;7007
06-07-2021;1;9379;2813,7;6565,3
06-07-2021;2;8867;2660,1;6206,9
06-07-2021;3;8546;2563,8;5982,2
06-07-2021;4;8406;2521,8;5884,2
06-07-2021;5;8319;2495,7;5823,3
06-07-2021;6;8346;2503,8;5842,2
06-07-2021;7;8686;2605,8;6080,2
06-07-2021;8;9355;2806,5;6548,5
06-07-2021;9;10224;3067,2;7156,8
06-07-2021;10;10920;3276;7644
06-07-2021;11;11205;3361,5;7843,5
06-07-2021;12;11186;3355,8;7830,2
06-07-2021;13;11002;3300,6;7701,4
06-07-2021;14;10960;3288;7672
06-07-2021;15;10880;3264;7616
06-07-2021;16;10821;3246,3;7574,7
06-07-2021;17;10663;3198,9;7464,1
06-07-2021;18;10406;3121,8;7284,2
06-07-2021;19;10567;3170,1;7396,9
06-07-2021;20;10676;3202,8;7473,2
06-07-2021;21;10547;3164,1;7382,9
06-07-2021;22;10357;3107,1;7249,9
06-07-2021;23;10332;3099,6;7232,4
06-07-2021;24;10078;3023,4;7054,6
07-07-2021;1;9379;2813,7;6565,3
07-07-2021;2;8784;2635,2;6148,8
07-07-2021;3;8472;2541,6;5930,4
07-07-2021;4;8300;2490;5810
07-07-2021;5;8242;2472,6;5769,4
07-07-2021;6;8330;2499;5831
07-07-2021;7;8715;2614,5;6100,5
07-07-2021;8;9282;2784,6;6497,4
07-07-2021;9;10000;3000;7000
07-07-2021;10;10521;3156,3;7364,7
07-07-2021;11;10735;3220,5;7514,5
07-07-2021;12;10670;3201;7469
07-07-2021;13;10578;3173,4;7404,6
07-07-2021;14;10478;3143,4;7334,6
07-07-2021;15;10349;3104,7;7244,3
07-07-2021;16;10262;3078,6;7183,4
07-07-2021;17;10259;3077,7;7181,3
07-07-2021;18;10024;3007,2;7016,8
07-07-2021;19;10143;3042,9;7100,1
07-07-2021;20;10302;3090,6;7211,4
07-07-2021;21;10261;3078,3;7182,7
07-07-2021;22;10211;3063,3;7147,7
07-07-2021;23;10212;3063,6;7148,4
07-07-2021;24;9883;2964,9;6918,1
08-07-2021;1;9331;2799,3;6531,7
08-07-2021;2;8770;2631;6139
08-07-2021;3;8416;2524,8;5891,2
08-07-2021;4;8245;2473,5;5771,5
08-07-2021;5;8189;2456,7;5732,3
08-07-2021;6;8274;2482,2;5791,8
08-07-2021;7;8612;2583,6;6028,4
08-07-2021;8;9191;2757,3;6433,7
08-07-2021;9;9894;2968,2;6925,8
08-07-2021;10;10447;3134,1;7312,9
08-07-2021;11;10662;3198,6;7463,4
08-07-2021;12;10627;3188,1;7438,9
08-07-2021;13;10480;3144;7336
08-07-2021;14;10290;3087;7203
08-07-2021;15;10240;3072;7168
08-07-2021;16;10181;3054,3;7126,7
08-07-2021;17;10211;3063,3;7147,7
08-07-2021;18;10055;3016,5;7038,5
08-07-2021;19;10096;3028,8;7067,2
08-07-2021;20;10188;3056,4;7131,6
08-07-2021;21;10118;3035,4;7082,6
08-07-2021;22;10074;3022,2;7051,8
08-07-2021;23;10083;3024,9;7058,1
08-07-2021;24;9886;2965,8;6920,2
09-07-2021;1;9281;2784,3;6496,7
09-07-2021;2;8733;2619,9;6113,1
09-07-2021;3;8465;2539,5;5925,5
09-07-2021;4;8335;2500,5;5834,5
09-07-2021;5;8290;2487;5803
09-07-2021;6;8373;2511,9;5861,1
09-07-2021;7;8747;2624,1;6122,9
09-07-2021;8;9277;2783,1;6493,9
09-07-2021;9;9915;2974,5;6940,5
09-07-2021;10;10471;3141,3;7329,7
09-07-2021;11;10786;3235,8;7550,2
09-07-2021;12;10874;3262,2;7611,8
09-07-2021;13;10807;3242,1;7564,9
09-07-2021;14;10753;3225,9;7527,1
09-07-2021;15;10756;3226,8;7529,2
09-07-2021;16;10697;3209,1;7487,9
09-07-2021;17;10559;3167,7;7391,3
09-07-2021;18;10271;3081,3;7189,7
09-07-2021;19;10295;3088,5;7206,5
09-07-2021;20;10384;3115,2;7268,8
09-07-2021;21;10259;3077,7;7181,3
09-07-2021;22;10169;3050,7;7118,3
09-07-2021;23;10242;3072,6;7169,4
09-07-2021;24;10056;3016,8;7039,2
10-07-2021;1;9520;2856;6664
10-07-2021;2;8994;2698,2;6295,8
10-07-2021;3;8636;2590,8;6045,2
10-07-2021;4;8435;2530,5;5904,5
10-07-2021;5;8341;2502,3;5838,7
10-07-2021;6;8307;2492,1;5814,9
10-07-2021;7;8384;2515,2;5868,8
10-07-2021;8;8524;2557,2;5966,8
10-07-2021;9;8767;2630,1;6136,9
10-07-2021;10;9247;2774,1;6472,9
10-07-2021;11;9611;2883,3;6727,7
10-07-2021;12;9682;2904,6;6777,4
10-07-2021;13;9728;2918,4;6809,6
10-07-2021;14;9676;2902,8;6773,2
10-07-2021;15;9477;2843,1;6633,9
10-07-2021;16;9452;2835,6;6616,4
10-07-2021;17;9453;2835,9;6617,1
10-07-2021;18;9610;2883;6727
10-07-2021;19;10251;3075,3;7175,7
10-07-2021;20;10470;3141;7329
10-07-2021;21;10414;3124,2;7289,8
10-07-2021;22;10312;3093,6;7218,4
10-07-2021;23;10103;3030,9;7072,1
10-07-2021;24;9727;2918,1;6808,9
11-07-2021;1;9050;2715;6335
11-07-2021;2;8679;2603,7;6075,3
11-07-2021;3;8344;2503,2;5840,8
11-07-2021;4;8116;2434,8;5681,2
11-07-2021;5;8008;2402,4;5605,6
11-07-2021;6;7957;2387,1;5569,9
11-07-2021;7;7962;2388,6;5573,4
11-07-2021;8;8021;2406,3;5614,7
11-07-2021;9;8031;2409,3;5621,7
11-07-2021;10;8522;2556,6;5965,4
11-07-2021;11;8980;2694;6286
11-07-2021;12;9188;2756,4;6431,6
11-07-2021;13;9247;2774,1;6472,9
11-07-2021;14;9334;2800,2;6533,8
11-07-2021;15;9258;2777,4;6480,6
11-07-2021;16;9099;2729,7;6369,3
11-07-2021;17;9148;2744,4;6403,6
